Ḩeşār-e Sefīd , IR
Dolní Cerekev , CZ
Dolní Bukovsko , CZ
Dolní Břežany , CZ
Dolní Bousov , CZ
Dolní Bojanovice , CZ
Dolní Bohdíkov , CZ
Dolní Beřkovice , CZ
Dolní Benešov , CZ
Dolní Bečva , CZ
Dolany , CZ
Doksy , CZ
Doksy , CZ
Dobšice , CZ
Dobruška , CZ
Dobrovíz , CZ
Dobrovice , CZ
Dobronín , CZ
Dobroměřice , CZ
Dobročovice , CZ
Dobřív , CZ
Dobříš , CZ
Dobřichovice , CZ
Dobratice , CZ
Dobřany , CZ
Dobrá , CZ
Dlouhá Třebová , CZ
Divišov , CZ
Dětmarovice , CZ
Dětenice , CZ
Desná , CZ
Děčín , CZ
Davle , CZ
Dašice , CZ
Darkovice , CZ
Darkov , CZ
Dambořice , CZ
Dalovice , CZ
Dačice , CZ
Ďáblice , CZ
Czechia , CZ
Cvikov , CZ
Čtyři Dvory , CZ
Čkyně , CZ
Čížkovice , CZ
Cítov , CZ
Čisovice , CZ
Církvice , CZ
Čimelice , CZ
Cihelny , CZ
Chyšky , CZ
Chýnov , CZ
Chyňava , CZ
Chvalšiny , CZ
Chvaletice , CZ
Chvalčov , CZ
Churánov , CZ
Chuchelná , CZ
Okres Chrudim , CZ
Chrudim , CZ
Chroustovice , CZ
Chropyně , CZ
Chřibská , CZ
Chrastava , CZ
Chrast , CZ
Chrást , CZ
Chotusice , CZ
Chotoviny , CZ
Chotěšov , CZ
Chotěbuz , CZ
Chotěboř , CZ
Chomutov , CZ
Chodová Planá , CZ
Chodov , CZ
Choceň , CZ
Chlum u Třeboně , CZ
Chlumec nad Cidlinou , CZ
Chlumec , CZ
Chlumčany , CZ
Chlebičov , CZ
Okres Cheb , CZ
Cheb , CZ
Charvatce , CZ
Chabařovice , CZ
Čestlice , CZ
Český Těšín , CZ
Český Rudolec , CZ
Český Krumlov , CZ
Český Dub , CZ
Český Brod , CZ
České Velenice , CZ
České Meziříčí , CZ
České Křižánky , CZ
České Budějovice , CZ
Česká Ves , CZ
Česká Třebová , CZ
Česká Skalice , CZ
Česká Lípa , CZ
Česká Kamenice , CZ
Červený Kostelec , CZ
Červený Hrádek , CZ
Červenka , CZ
Červené Pečky , CZ
Červená Voda , CZ
Čertousy , CZ
Černožice , CZ
Černovice , CZ
Černošín , CZ
Černošice , CZ
Černilov , CZ
Černčice , CZ
Černčice , CZ
Černá Hora , CZ
Cerhenice , CZ
Čerčany , CZ
Čelechovice na Hané , CZ
Čelákovice , CZ
Čeladná , CZ
Čejkovice , CZ
Čejč , CZ
Čechtice , CZ
Čebín , CZ
Častolovice , CZ
Čáslav , CZ
Čakovice , CZ
Bzenec , CZ
Bystřice pod Hostýnem , CZ
Bystřice nad Pernštejnem , CZ
Bystřice , CZ
Bystřice , CZ
Bystřec , CZ
Bystré , CZ
Bystřany , CZ
Býšť , CZ
Byšice , CZ
Buštěhrad , CZ
Bukovec , CZ
Bukovany , CZ
Budyně nad Ohří , CZ
Budišov nad Budišovkou , CZ
Budišov , CZ
Bučovice , CZ
Buchlovice , CZ
Brušperk , CZ
Bruntál , CZ
Brumovice , CZ
Brtnice , CZ
Broumov , CZ
Brodek u Přerova , CZ
Brno , CZ
Brniště , CZ
Brníčko , CZ
Brněnec , CZ
Brloh , CZ
Břidličná , CZ
Březová nad Svitavou , CZ
Březová , CZ
Březová , CZ
Březová , CZ
Březolupy , CZ
Březno , CZ
Březnice , CZ
Březnice , CZ
Březí , CZ
Břevnov , CZ
Břeclav , CZ
Břasy , CZ
Brantice , CZ
Braník , CZ
Brandýs nad Orlicí , CZ
Brandýs nad Labem-Stará Boleslav , CZ
Brandýs nad Labem , CZ
Brandýsek , CZ
Braňany , CZ
Božice , CZ
Bouzov , CZ
Bošovice , CZ
Boskovice , CZ
Bošířany , CZ
Boršice , CZ
Borovany , CZ
Borohrádek , CZ
Bořitov , CZ
Bořetice , CZ
Borek , CZ
Bordovice , CZ
Bor , CZ
Bolatice , CZ
Bojov , CZ
Bojkovice , CZ
Bohutín , CZ
Bohušovice nad Ohří , CZ
Bohuslavice , CZ
Bohuňovice , CZ
Bohumín , CZ
Bohdalov , CZ
Bochov , CZ
Bludov , CZ
Blučina , CZ
Blovice , CZ
Blížkovice , CZ
Blížejov , CZ
Blažovice , CZ
Blatná , CZ
Blansko , CZ
Bílovice nad Svitavou , CZ
Bílovice , CZ
Bílovec , CZ
Bílina Kyselka , CZ
Bílina , CZ
Bílá Třemešná , CZ
Bílá Lhota , CZ
Bezdružice , CZ
Bezděkov pod Třemšínem , CZ
Beroun , CZ
Bernartice , CZ
Benešov nad Ploučnicí , CZ
Benešov nad Černou , CZ
Benešov , CZ
Benecko , CZ
Benátky nad Jizerou , CZ
Bělotín , CZ
Bělá pod Bezdězem , CZ
Bělá nad Radbuzou , CZ
Bedihošť , CZ
Bečov , CZ
Bechyně , CZ
Běchovice , CZ
Bechlín , CZ
Bavorov , CZ
Batelov , CZ
Baška , CZ
Bartošovice , CZ
Bánov , CZ
Bakov nad Jizerou , CZ
Babice , CZ
Aš , CZ
Aloisov , CZ
Albrechtičky , CZ
Albrechtice nad Orlicí , CZ
Albrechtice , CZ
Adamov , CZ
Abertamy , CZ
Powiat będziński , PL
Żywiec , PL
Zyglinek , PL
Żychlin , PL
Zwierzyniec , PL
Zwierzyń , PL
Żuromin , PL
Żukowo , PL
Zubrzyca Górna , PL
Zubrzyca Dolna , PL
Zubardź , PL
Żory , PL
Żórawina , PL
Żnin , PL
Żmigród , PL
Złoty Stok , PL
Złotów , PL
Złotoryja , PL
Złotniki Kujawskie , PL
Złotniki , PL
Złoczew , PL
Złocieniec , PL
Żłobizna , PL
Zławieś Wielka , PL
Zimnodół , PL
Zielonki , PL
Zielona Góra , PL
Ziębice , PL
Zgorzelec , PL
Zgoda , PL
Zgierz , PL
Żerniki Wrocławskie , PL
Żernica , PL
Żerków , PL
Zembrzyce , PL
Zelów , PL
Żelistrzewo , PL
Żelazków , PL
Zebrzydowice , PL
Zebrzydowice , PL
Zebrzydowice , PL
Zębowice , PL
Zdzieszowice , PL
Zduny , PL
Zduny , PL
Zduńska Wola , PL
Zdrojki , PL
Zbytków , PL
Zbrosławice , PL
Zbójno , PL
Zblewo , PL
Zbąszynek , PL
Zbąszyń , PL
Zazamcze , PL
Zawoja , PL
Zawiercie Nowe , PL
Zawiercie , PL
Zawidz , PL
Zawidów , PL
Zawadzkie , PL
Zator , PL
Zarzecze , PL
Zarzecze , PL
Żary , PL
Żarów , PL
Żarki , PL
Żarki , PL
Zapolice , PL
Zaniemyśl , PL
Zamarski , PL
Zalewo , PL
Zalas , PL
Zakrzów , PL
Zakrzewo , PL
Zakrzewice , PL
Zakopane , PL
Zajezierze , PL
Zagrodno , PL
Zagórzynek , PL
Zagórze , PL
Zagórów , PL
Zagórnik , PL
Żagań , PL
Zadzim , PL
Zabrzeg , PL
Zabrze , PL
Zaborze , PL
Zaborze , PL
Zabornia , PL
Zabór , PL
Żabnica , PL
Zabłocie , PL
Ząbkowice Śląskie , PL
Zabierzów , PL
Zabełków , PL
Wyżne , PL
Wysoka , PL
Wysoka , PL
Wysoka , PL
Wyrzysk , PL
Wyry , PL
Wymysłów , PL
Wymyślanka , PL
Wymiarki , PL
Wschowa , PL
Września , PL
Wrząsowice , PL
Wronki , PL
Wrocław Pracze , PL
Wrocław , PL
Wróblew , PL
Wręczyca Wielka , PL
Wożniki , PL
Woźniki , PL
Wolsztyn , PL
Wołowice , PL
Wołów , PL
Wolin , PL
Wołczyn , PL
Wolbrom , PL
Wolbórz , PL
Wola Radziszowska , PL
Wola Raciążek , PL
Wola Krzysztoporska , PL
Wola Kożuszkowa , PL
Wola Filipowska , PL
Wola , PL
Wojstawice , PL
Wojkowice , PL
Wojcieszów Górny , PL
Wojcieszów , PL
Wodzisław Śląski , PL
Wodzierady , PL
Wodąca , PL
Włoszczowa , PL
Włoszakowice , PL
Włosienica , PL
Włodowice , PL
Włocławek , PL
Wleń , PL
Własna , PL
Władysławowo , PL
Władysławów , PL
Witonia , PL
Witnica , PL
Witkowo , PL
Witkowice , PL
Witaszyce , PL
Witanowice , PL
Wisła , PL
Wińsko , PL
Winiary , PL
Wilkowice , PL
Wilkowice , PL
Wilków , PL
Wilków , PL
Wilczyn , PL
Wilczogóra , PL
Wilcza , PL
Wilamowice , PL
Wijewo , PL
Wieszowa , PL
Wierzchucino , PL
Wierzchowo , PL
Wierzchosławice , PL
Wierzchlas , PL
Wierzbno , PL
Wierzbinek , PL
Wieruszów , PL
Wieprz , PL
Wieprz , PL
Wieluń , PL
Wielowieś , PL
Wielka Wieś , PL
Wielka Nieszawka , PL
Wielichowo , PL
Wielgie , PL
Wieleń , PL
Większyce , PL
Wiechowice , PL
Więcbork , PL
Widuchowa , PL
Widawa , PL
Wiązów , PL
Wejherowo , PL
Węgry , PL
Węgorzyno , PL
Węgliniec , PL
Węgierska Górka , PL
Wąsosz , PL
Wartkowice , PL
Warta , PL
Warszewo , PL
Warnice , PL
Warlubie , PL
Wapno , PL
Wąpielsk , PL
Walim , PL
Walichnowy , PL
Wałcz , PL
Walce , PL
Wałbrzych , PL
Wągrowiec , PL
Waganiec , PL
Wadowice , PL
Wąbrzeźno , PL
Ustronie Morskie , PL
Ustroń , PL
Ustka , PL
Unisław , PL
Uniejów , PL
Ujsoły , PL
Ujście , PL
Ujazd , PL
Ujazd , PL
Udanin , PL
Uciechów , PL
Tyniec Mały , PL
Tychy , PL
Tychowo , PL
Tworóg , PL
Tworków , PL
Twardogóra , PL
Twardawa , PL
Tuszyn , PL
Turza Śląska , PL
Turek , PL
Tuplice , PL
Tułowice , PL
Tuliszków , PL
Tuczno , PL
Tuchomie , PL
Tuchola , PL
Trzemeszno , PL
Trzebunia , PL
Trzebnica , PL
Trzebinia , PL
Trzebinia , PL
Trzebieńczyce , PL
Trzebielino , PL
Trzebiel , PL
Trzebiegoszcz , PL
Trzebiechów , PL
Trzebiatów , PL
Trzcińsko Zdrój , PL
Trzcinica , PL
Trzciniec Dolny , PL
Trzciel , PL
Trzcianka , PL
Truskolasy , PL
Trąbki Wielkie , PL
Toszek , PL
Torzym , PL
Toruń Północny , PL
Toruń , PL
Toporzysko , PL
Topólka , PL
Tomice , PL
Tolkmicko , PL
Tokarnia , PL
Tłuchowo , PL
Tenczynek , PL
Tczew , PL
Tarnowskie Góry , PL
Tarnów Opolski , PL
Tarnowo Podgórne , PL
Tarnówka , PL
Tarnów , PL
Targanice , PL
Szyszków , PL
Szydłowo , PL
Szwederowo , PL
Szubin , PL
Sztumskie Przedmicście , PL
Sztum , PL
Szprotawa , PL
Szlichtyngowa , PL
Szlachta , PL
Szklarska Poręba , PL
Szemud , PL
Szczytnica , PL
Szczytna , PL
Szczyrk , PL
Szczutowo , PL
Szczęść Boże , PL
Szczerców , PL
Szczepanów , PL
Szczekociny , PL
Szczecinek , PL
Szczecin , PL
Szczawno-Zdrój , PL
Szczaniec , PL
Szamotuły , PL
Szamocin , PL
Szadek , PL
Syrynia , PL
Sypniewo , PL
Sypniewo , PL
Syców , PL
Świnoujście , PL
Świnobród , PL
Świnna , PL
Świnice Warckie , PL
Świętochłowice , PL
Święta Katarzyna , PL
Świerzno , PL
Świerzawa , PL
Świerklany Górne , PL
Świerklany Dolne , PL
Świerklaniec , PL
Świerczów , PL
Świerczewo , PL
Świeradów-Zdrój , PL
Świekatowo , PL
Świedziebnia , PL
Świebodzin , PL
Świecie nad Osą , PL
Święciechowa , PL
Świecie , PL
Świebodzice , PL
Świdwin , PL
Świdnica , PL
Świdnica , PL
Świątniki Górne , PL
Swarzędz , PL
Suszec , PL
Susz , PL
Sułów , PL
Sułoszowa , PL
Sulmierzyce , PL
Sulmierzyce , PL
Sułkowice , PL
Sułkowice , PL
Sułkowice , PL
Borne Sulinowo , PL
Sulików , PL
Sulejów , PL
Sulęczyno , PL
Sulęcin , PL
Sulechów , PL
Suchy Las , PL
Suchy Dąb , PL
Suchań , PL
Sucha Beskidzka , PL
Subkowy , PL
Studzionka , PL
Studzienice , PL
Strzyżowice , PL
Strzelno , PL
Strzelin , PL
Strzeleczki , PL
Strzelce Wielkie , PL
Strzelce Opolskie , PL
Strzelce Krajeńskie , PL
Strzelce , PL
Strzegom , PL
Strzebiń , PL
Strzałkowo , PL
Stryszów , PL
Stryszawa , PL
Stryków , PL
Strumień , PL
Stróża , PL
Stronie Śląskie , PL
Stronie , PL
Straszyn , PL
Strachowice , PL
Stoszowice , PL
Stężyca , PL
Stęszew , PL
Stepnica , PL
Stegna , PL
Steblewo , PL
Stawiszyn , PL
Stary Targ , PL
Staroźreby , PL
Starowa Góra , PL
Starokrzepice , PL
Starogard Gdański , PL
Stargard , PL
Stare Stawy , PL
Stare Pole , PL
Stare Miasto , PL
Stare Kurowo , PL
Stare Czarnowo , PL
Stare Bogaczowice , PL
Starcza , PL
Stara Kiszewa , PL
Stara Kamienica , PL
Stara Dąbrowa , PL
Stara Biała , PL
Stanowice , PL
Stanowice , PL
Stanisław Górny , PL
Stanisław Dolny , PL
Śródmieście , PL
Środa Wielkopolska , PL
Środa Śląska , PL
Śrem , PL
Spytkowice , PL
Spytkowice , PL
Sporysz , PL
Sosnówka , PL
Sosnowiec , PL
Sosnowice , PL
Sośno , PL
Sośnie , PL
Sośnicowice , PL
Sopotnia Wielka , PL
Sopot , PL
Sompolno , PL
Somonino , PL
Solec Kujawski , PL
Szczerbice , PL
Sól , PL
Sokolniki , PL
Sobótka , PL
Smolec , PL
Smołdzino , PL
Smołdzino , PL
Śmiłowo , PL
Śmigiel , PL
Smętowo Graniczne , PL
Słupsk , PL
Słupno , PL
Słupia , PL
Słupia pod Kępnem , PL
Słupia , PL
Słupca , PL
Słup , PL
Słubice , PL
Słubice , PL
Słońsk , PL
Śliwice , PL
Ślesin , PL
Ślesin , PL
Ślemień , PL
Sławoborze , PL
Sławno , PL
Sławków , PL
Sławięcice , PL
Sława , PL
Skwierzyna , PL
Skulsk , PL
Skrzyszów , PL
Skrzynówek , PL
Skrwilno , PL
Skotnica , PL
Skoroszyce , PL
Skorogoszcz , PL
Skórka , PL
Skórcz , PL
Skomlin , PL
Skomielna Czarna , PL
Skoki , PL
Skoczów , PL
Skępe , PL
Skawinki , PL
Skawina , PL
Skawica , PL
Skaszewo , PL
Skarszewy , PL
Skąpe , PL
Skalmierzyce , PL
Skała , PL
Siewierz , PL
Sierpc , PL
Sieroszewice , PL
Sierakowice , PL
Sieraków , PL
Sieraków Śląski , PL
Sieradz , PL
Siepraw , PL
Sieniawa Żarska , PL
Sieniawa , PL
Sieniawa , PL
Siemkowice , PL
Siemianowice Śląskie , PL
Siekierczyn , PL
Siedlisko , PL
Siedlec , PL
Siechnice , PL
Sidzina , PL
Sidzina , PL
Sidzina , PL
Sicienko , PL
Sianów , PL
Sępólno Krajeńskie , PL
Sędziejowice , PL
Secemin , PL
Ścinawa , PL
Ściegny , PL
Sarnówka , PL
Sarnowice , PL
Sarnów , PL
Sąspów , PL
Santok , PL
Sanniki , PL
Sanka , PL
Sadlinki , PL
Sadki , PL
Sączów , PL
Rzyki , PL
Rzozów , PL
Rzgów Pierwszy , PL
Rzeszotary , PL
Rzepin , PL
Rzeczenica , PL
Rząska , PL
Rypin , PL
Rymań , PL
Ryjewo , PL
Rydzyna , PL
Rydułtowy , PL
Ryczywół , PL
Ryczów , PL
Rychwał , PL
Rychtal , PL
Rycerka Górna , PL
Rycerka Dolna , PL
Rybno , PL
Rybnik , PL
Rybna , PL
Rybarzowice , PL
Rusocice , PL
Rusiec , PL
Rumunki Lipnowskie , PL
Rumia , PL
Rudziniec , PL
Rudziczka , PL
Rudy , PL
Rudniki , PL
Rudniki , PL
Rudnik , PL
Rudnik , PL
Rudna , PL
Rudawa , PL
Ruda Śląska , PL
Rozwadza , PL
Rozprza , PL
Rożental , PL
Rozdrażew , PL
Rościszewo , PL
Rokitno Szlacheckie , PL
Rokitnica , PL
Rokietnica , PL
Rokiciny , PL
Rokiciny , PL
Rogóźno , PL
Rogoźno , PL
Rogoźnik , PL
Rogowo , PL
Rogowo , PL
Rogów , PL
Rogów , PL
Rogalinek , PL
Roczyny , PL
Rewal , PL
Resko , PL
Reńska Wieś , PL
Rekowo Dolne , PL
Regulice , PL
Rędziny , PL
Rędziny , PL
Redzikowo , PL
Reda , PL
Ręczno , PL
Recz , PL
Rawicz , PL
Ratowice , PL
Raszowa , PL
Raszków , PL
Raszczyce , PL
Rakoniewice , PL
Rajsko , PL
Rajcza , PL
Radzyń Chełmiński , PL
Radziszów , PL
Radzionków , PL
Radziejów , PL
Radziechowy , PL
Radzanowo , PL
Radowo Małe , PL
Radostowice , PL
Radomsko , PL
Radomin , PL
Radocza , PL
Radlin , PL
Radlikowiec , PL
Radków , PL
Rączna , PL
Racławice Śląskie , PL
Racławice , PL
Racibórz , PL
Raciążek , PL
Rabka-Zdrój , PL
Rąbino , PL
Raba Wyżna , PL
Pyzdry , PL
Pyskowice , PL
Pyrzyce , PL
Pyrzowice , PL
Puszczykowo , PL
Puńców , PL
Puck , PL
Pszów , PL
Pszczyna , PL
Pszczółki , PL
Pszczew , PL
Psary , PL
Psary , PL
Psary , PL
Psary , PL
Przywidz , PL
Przytoczna , PL
Przytkowice , PL
Przyszowice , PL
Przystajń , PL
Przyrów , PL
Przykona , PL
Przygodzice , PL
Przyborów , PL
Przyborów , PL
Przybiernów , PL
Przodkowo , PL
Przewóz , PL
Przeworno , PL
Przemków , PL
Przemęt , PL
Przelewice , PL
Przeginia , PL
Przedecz , PL
Przedbórz , PL
Przecław , PL
Przeciszów , PL
Przecieszyn , PL
Przechlewo , PL
Pruszcz , PL
Pruszcz Gdański , PL
Pruska Plebanka , PL
Prusinowice , PL
Prusice , PL
Prudnik , PL
Pruchna , PL
Prószków , PL
Prochowice , PL
Praszka , PL
Prądnik Czerwony , PL
Pracze Odrzańskie , PL
Prabuty , PL
Poznań , PL
Powidz , PL
Potok Złoty , PL
Potęgowo , PL
Poręba Wielka , PL
Cynków , PL
Poręba , PL
Poręba , PL
Poraj , PL
Porąbka , PL
Popów , PL
Popielów , PL
Ponikiew , PL
Poniec , PL
Polska Cerekiew , PL
Połomia , PL
Polkowice , PL
Police , PL
Połczyn-Zdrój , PL
Polanów , PL
Polanka Wielka , PL
Polanica-Zdrój , PL
Polaki , PL
Połajewo , PL
Pokój , PL
Pogwizdów , PL
Pogrzebień , PL
Pogorzyce , PL
Pogorzela , PL
Pogórze , PL
Podwilk , PL
Podklasztorze , PL
Podgrodzie , PL
Podgórzyn , PL
Poddębice , PL
Pobierowo , PL
Pobiedziska , PL
Pniewy , PL
Płużnica , PL
Płoty , PL
Płock , PL
Plewiska , PL
Pleszew , PL
Płaza , PL
Pławno , PL
Pisarzowice , PL
Pisarzowice , PL
Piotrków Trybunalski , PL
Piotrków Kujawski , PL
Pilica , PL
Pile , PL
Pilchowice , PL
Piława Górna , PL
Piława , PL
Piła , PL
Pietrzykowice , PL
Pietrowice Wielkie , PL
Pieszyce , PL
Piersk , PL
Pierściec , PL
Pieńsk , PL
Pielgrzymowice , PL
Piekielnik , PL
Piekary Śląskie , PL
Piekary , PL
Piechowice , PL
Piątek , PL
Piaskowice , PL
Piaski , PL
Piaski , PL
Piasek , PL
Pewel Wielka , PL
Pewel Ślemieńska , PL
Perzów , PL
Pępowo , PL
Pelplin , PL
Pełczyce , PL
Pęczniew , PL
Pecna , PL
Pcim , PL
Pawonków , PL
Pawłowiczki , PL
Pawłowice , PL
Pątnów , PL
Paszowice , PL
Pasłęk , PL
Pasieczki , PL
Parzęczew , PL
Parchowo , PL
Panki , PL
Paniówki , PL
Pamiątkowo , PL
Palcza , PL
Pakosławice , PL
Pakosław , PL
Pakość , PL
Pajęczno , PL
Paczków , PL
Pacyna , PL
Pabianice , PL
Ozorków , PL
Ozimek , PL
Ożarowice , PL
Ożarów , PL
Ouszniki , PL
Otyń , PL
Otmuchów , PL
Otmęt , PL
Oświęcim , PL
Ostrzeszów , PL
Ostrowy , PL
Ostrowy nad Okszą , PL
Ostrów Wielkopolski , PL
Ostrowite , PL
Ostrowite , PL
Ostroszowice , PL
Ostroróg , PL
Ostróda , PL
Ostrężnica , PL
Ostaszewo , PL
Osowa Góra , PL
Ośno Lubuskie , PL
Osjaków , PL
Osina , PL
Osielsko , PL
Osielec , PL
Osiek nad Notecią , PL
Osiek Mały , PL
Osiek , PL
Osiek , PL
Osiek , PL
Osiek , PL
Osiek , PL
Osieczna , PL
Osięciny , PL
Osie , PL
Orzesze , PL
Orzepowice , PL
Orzech , PL
Ornontowice , PL
Orle , PL
Orchowo , PL
Oporów , PL
Szczepanowice , PL
Opole , PL
Opatówek , PL
Opatów , PL
Opatów , PL
Opalenica , PL
Olza , PL
Olszyna , PL
Olsztyn , PL
Olszówka , PL
Olszanka , PL
Olszanica , PL
Olkusz , PL
Olesno , PL
Oleśnica , PL
Oława , PL
Kołaczkowo , PL
Okrajnik , PL
Okonek , PL
Ogrodzieniec , PL
Ogorzelnik , PL
Odolanów , PL
Ochojno , PL
Ochocice , PL
Ochla , PL
Ochaby , PL
Obrzycko , PL
Obrowo , PL
Oborniki Śląskie , PL
Oborniki , PL
Zamłynie , PL
Nysa , PL
Nowy Wielisław , PL
Nowy Tomyśl , PL
Nowy Świat , PL
Nowy Staw , PL
Nowy Dwór Gdański , PL
Nowy Duninów , PL
Nowosolna , PL
Nowogrodziec , PL
Nowogródek Pomorski , PL
Nowogród Bobrzański , PL
Nowogard , PL
Nowe Warpno , PL
Nowe Skalmierzyce , PL
Nowe Miasto nad Wartą , PL
Nowe Miasto Lubawskie , PL
Nowe Miasteczko , PL
Nowe , PL
Nowa Wieś Wielka , PL
Nowa Wieś Lęborska , PL
Nowa Wieś , PL
Nowa Studnica , PL
Nowa Sól , PL
Nowa Ruda , PL
Nowa Góra , PL
Nieszawa , PL
Niemodlin , PL
Niemcza , PL
Niegowonice , PL
Niedobczyce , PL
Niechanowo , PL
Nidek , PL
Nekla , PL
Nędza , PL
Naprawa , PL
Namysłów , PL
Nakło nad Notecią , PL
Nakło , PL
Nakło , PL
Myszków , PL
Mysłowice , PL
Myślibórz , PL
Myślenice , PL
Mysłakowice , PL
Myślachowice , PL
Mykanów , PL
Murowana Goślina , PL
Murów , PL
Murcki , PL
Mszana , PL
Mstów , PL
Mrzeżyno , PL
Mrzezino , PL
Mrozów , PL
Mrocza , PL
Moszczenica , PL
Moszczanka , PL
Mosty , PL
Mosty , PL
Mosina , PL
Moryń , PL
Morąg , PL
Mokrsko , PL
Mogilno , PL
Mogilany , PL
Modrzejów , PL
Modlniczka , PL
Modlnica , PL
Mochowo , PL
Mników , PL
Mnich , PL
Młyny , PL
Młynary , PL
Mirsk , PL
Mirosławiec , PL
Minkowice , PL
Milówka , PL
Miłostów , PL
Miłosław , PL
Miłoradz , PL
Miłomłyn , PL
Miłkowice , PL
Milicz , PL
Miłakowo , PL
Mikstat , PL
Mikołów , PL
Mikołajki Pomorskie , PL
Mieszkowice , PL
Mieścisko , PL
Mierzęcice , PL
Mieroszów , PL
Mielno , PL
Mieleszyn , PL
Miękinia , PL
Miękinia , PL
Miejska Górka , PL
Międzyzdroje , PL
Międzyrzecze Górne , PL
Międzyrzecz , PL
Międzylesie , PL
Międzylesie , PL
Międzychód , PL
Międzybrodzie Bialskie , PL
Międzybórz , PL
Miedzno , PL
Miedźna , PL
Miedzichowo , PL
Międzygórze , PL
Miechów Charsznica , PL
Michałowice , PL
Miastko , PL
Miasteczko Śląskie , PL
Miasteczko Krajeńskie , PL
Mętków , PL
Mazańcowice , PL
Maszewo Duże , PL
Maszewo , PL
Maszewo , PL
Marwice , PL
Marszewo , PL
Markłowice , PL
Marianowo , PL
Margonin , PL
Mareza , PL
Marciszów Górny , PL
Marciszów , PL
Małomice , PL
Malec , PL
Małdyty , PL
Malczyce , PL
Malbork , PL
Malanów , PL
Maków Podhalański , PL
Łyszkowice , PL
Łysomice , PL
Lyski , PL
Łysica , PL
Lwówek Śląski , PL
Lwówek , PL
Luzino , PL
Lututów , PL
Lutomiersk , PL
Lutocin , PL
Luszowice , PL
Ludźmierz , PL
Ludwikowo , PL
Ludwikowice Kłodzkie , PL
Luchowo , PL
Lubsza , PL
Lubsko , PL
Lubrza , PL
Lubrza , PL
Lubraniec , PL
Łubowo , PL
Łubowo , PL
Lubowidz , PL
Luboń , PL
Lubomierz , PL
Lubomia , PL
Lubniewice , PL
Łubnice , PL
Łubniany , PL
Lubliniec , PL
Lublewo Gdańskie , PL
Lubiszyn , PL
Lubin , PL
Lubiewo , PL
Lubień Kujawski , PL
Lubień , PL
Lubichowo , PL
Łubianka , PL
Lubawka , PL
Lubawa , PL
Lubasz , PL
Lubanie , PL
Lubań , PL
Łowicz , PL
Łosiów , PL
Łódź , PL
Łodygowice , PL
Łobżenica , PL
Łobodno , PL
Łobez , PL
Lniano , PL
Liszki , PL
Lisków , PL
Lisewo Malborskie , PL
Lisewo , PL
Lipusz , PL
Lipowa , PL
Lipno , PL
Lipno , PL
Lipnica Wielka , PL
Lipnica Mała , PL
Lipnica , PL
Lipki , PL
Lipka , PL
Lipinki Łużyckie , PL
Lipie , PL
Lipiany , PL
Lipce Reymontowskie , PL
Liniewo , PL
Linia , PL
Ligota , PL
Lidzbark , PL
Licheń Stary , PL
Libiąż Mały , PL
Libiąż , PL
Libertów , PL
Lgota Wielka , PL
Łęczyce , PL
Lewin Kłodzki , PL
Lewin Brzeski , PL
Leszno , PL
Leśnica , PL
Leśna , PL
Leśna , PL
Leńcze , PL
Lelów , PL
Łęknice , PL
Łęknica , PL
Łęki Szlacheckie , PL
Łękawica , PL
Łęka Opatowska , PL
Łęgowo , PL
Legnickie Pole , PL
Legnica , PL
Lędziny , PL
Łęczyca , PL
Łęczyca , PL
Lębork , PL
Łeba , PL
Łazy , PL
Łazy Bledowskie , PL
Łaziska Górne , PL
Łaziska , PL
Łażany , PL
Ławica , PL
Łasztownia , PL
Łask , PL
Łasin , PL
Lasek , PL
Łany Wielkie , PL
Łanięta , PL
Lanckorona , PL
Łambinowice , PL
Laliki , PL
Łąka Prudnicka , PL
Łagów , PL
Łagów , PL
Łagiewniki , PL
Lądek-Zdrój , PL
Lądek , PL
Łączany , PL
Łąck , PL
Lachowice , PL
Łabiszyn , PL
Kwilcz , PL
Kwieciszewo , PL
Kwidzyn , PL
Kwaczała , PL
Kuźnia Raciborska , PL
Kutno , PL
Kuślin , PL
Kurzętnik , PL
Kurozwęcz , PL
Kup , PL
Kunice Żarskie , PL
Kunice , PL
Kuligowo , PL
Kuków , PL
Kudowa-Zdrój , PL
Kuchary , PL
Książ Wielkopolski , PL
Książki , PL
Książenice , PL
Ksawerów , PL
Krzyżowniki , PL
Krzyżowice , PL
Krzyżowa , PL
Krzyżanowice , PL
Krzyżanów , PL
Krzyż Wielkopolski , PL
Krzywiń , PL
Krzywaczka , PL
Krzyszkowice , PL
Krzymów , PL
Krzykosy , PL
Krzewina , PL
Krzeszyce , PL
Krzeszowice , PL
Krzeszów , PL
Krzeszów , PL
Krzepocinek , PL
Krzepice , PL
Krzemieniewo , PL
Krzęcin , PL
Krzęcin , PL
Krzczonów , PL
Krzanowice , PL
Kryspinów , PL
Kryry , PL
Krynica Morska , PL
Kruszwica , PL
Krupski Młyn , PL
Krotoszyn , PL
Krotoszyce , PL
Krosno Odrzańskie , PL
Krosno , PL
Krośniewice , PL
Krośnice , PL
Krokowa , PL
Kroczyce , PL
Krobia , PL
Kraszewice , PL
Krapkowice , PL
Kramsk , PL
Kraków , PL
Krajenka , PL
Kozy , PL
Kożuchów , PL
Koźminek , PL
Koźmin Wielkopolski , PL
Kozłowa Góra , PL
